key,author,date,stars,title,helpful_yes,helpful_no,text
28_bj,odessai,2020-07-04,5,,0,0,The half baked flavor is one of my favorites of all time. I am very picky when it comes to ice cream so the fact that I liked this was a surprise.
28_bj,member02781,2020-04-02,5,,0,0,My favorite Ben and Jerry ice cream flavor. It taste supper delicious. Its just amazing and I do recommend this to people because its really good.
28_bj,xSAOxKiRiToX,2017-09-03,5,Delicious!,0,0,I Love every single one of the Flavours. But this one is the greatest. Thanks for making the best ice cream in the world. Greetings from Germany.
28_bj,chelspugss,2020-05-31,5,,0,0,"Im a sucker for cookie dough and chocolate fudge brownie, so this is just perfect for me! All packed into a little pint so you cant go TOO crazy."
28_bj,jtwb768,2020-07-27,5,,0,0,Simply AMAZING. Great texture. Excellent flavor. Perfect texture. [product:ben-&-jerrys-half-baked-fro-yo-ice-cream] is perfection in a spoon!!
28_bj,candicem2,2020-07-31,5,,0,0,"This is my all time favorite ice cream! Seriously the absolute best. Contains brownies, cookie dough, chocolate ice cream, and vanilla. Must try!"
28_bj,alexandrav981c,2020-07-08,5,,0,0,This ice cream had Huge cookie dough balls! The chocolate and vanilla ice cream mix so good together. I definitely recommend this specific flavor
28_bj,gypsya,2020-07-23,5,,0,0,My second fav Ben & Jerrys ice cream I like the cookie dough and the brownie icecream but the two together in half baked I love its perfect blend
28_bj,,2020-07-26,3,,0,0,"Packed with great flavor, but I prefer more of a focus on the ice cream and less on the mix-ins. This is a little too heavy on the extras for me."
28_bj,allisonp70,2020-07-30,5,,0,0,Hands down the BEST ice cream available. They are pretty pricy so this is normally a treat for my family. But they are so good and so worth it!!
28_bj,,2019-09-18,5,Not an opinion but an absolute FACT-best flavor,0,0,Best flavor ever created but they’ve been robbing the consumer by putting way less gobs of cookie dough and brownie chunks within the ice cream
28_bj,allisonp68,2020-07-28,5,,0,0,OMG ONE OF MY ALL TIME FAVORITE ICE CREAM FLAVORS AND BRANDS!! I will forever constantly buy this ice cream! I recommend everyone trying this!!
28_bj,just_jana_now,2020-07-24,5,,0,0,The ice cream brand is amazing itself and then they come out with flavors like this . I dont think you can go wrong with any of their flavors.
28_bj,deliak,2020-07-23,5,,0,0,This ice cream is sooo good I love anything with brownie!! Defiantly worth the price I love cookie dough to so you get the best of both worlds
28_bj,alayyy27,2020-07-20,5,,0,0,My guilty pleasure! It is rare that I eat actual ice cream but when I do this is it! Its got a little bit of everything and its just so tasty!
28_bj,allisonf10,2019-12-03,3,,0,0,"I really enjoy this ice cream, but I think it is extremely over priced for the amount that you get in each container. Still delicious though."
28_bj,hannahm250,2020-06-12,5,,0,0,my favorite flavor of Ben and Jerrys! so insanely rich and delicious with a perfect balance of vanilla and chocolate and smooth and flavorful
28_bj,Nickname,2017-05-01,5,The only icecream i eat,0,0,"I only eat half baked, this is the best icecream i have ever had. chocolate, vanilla, brownies and cookiedough - Could it get any better? No."
28_bj,j_me719,2020-07-24,5,,0,0,Love this. Its the perfect solution to a sweet tooth craving. It has a great balance between ice cream and add ins that most brands mess up.
28_bj,alishas553c,2020-01-03,5,,0,0,Ben and Jerrys half baked ice cream is always a favorite! You cant go wrong with brownie and chocolate chip cookie dough. Highly recommended
28_bj,jennad13,2019-07-16,5,,0,0,Great ice cream. Best of both worlds. Cookie dough and brownie in ice cream!! I dont buy it a lot because its pricy but its worth the money.
28_bj,alexisnicole163,2019-06-05,5,,0,0,SO SO SO good! I love love love Ben & Jerry's and this is my absolute favorite flavor! Cannot resist a serving every single day of the week!
28_bj,jethrostars,2020-07-23,5,,0,0,The flavors are super fantastic. I eat this flavor at least twice a week. Especially after smoking some dank weed. This is a great ice cream
28_bj,remarcs,2020-07-31,5,,0,0,Ive been eating this flavor since high school and its one of my favorites! I love it and it has every flavor you could want in an ice cream!
28_bj,jlstuber,2020-07-28,4,,0,0,Solid choice. Ben and Jerrys is one of the best ice creams around. I love their flavors and their politics. Cant go wrong with any of them!
28_bj,carolannep15,2020-07-26,4,,0,0,I love half baked by Ben and Jerrys so much i drove to a Ben and Jerrys shop with my boyfriend one day just to get some fresh scoops of it!
28_bj,flylina,2020-07-29,5,,0,0,"I always get this icecream when i find it. Has all the elements you need like the cookie, brownie, chocolate and vanilla icecream! Obsessed"
28_bj,jessicarosenc43b87d0,2020-07-18,5,,0,0,These guys are the real deal. Their products are always 10 out of 10 and their political stances for the things that matter are incredible
28_bj,chanelp8,2020-06-21,4,,0,0,LOVE! Delicious flavour. Cool packaging. Wish there was more cookie dough in it. Worth buying. Definitely would recommend. Will buy again.
28_bj,bernieb0717,2020-07-24,5,,0,0,This is my all time favorite Ice cream. Im lactose intolerant but I will definitely take a lactose tablet or two to eat a pint of this!!!!
28_bj,nikster14,2020-07-11,5,,0,0,This is the best ice cream ever created. I love cookie dough. The ice cream is so creamy and sweet. I would eat this every day if I could.
28_bj,jennnywan,2020-07-29,5,,0,0,Absolutely love half baked. It's my favourite flavour of Ben and Jerry's. A classic. I just wish they sold them in larger sized containers
28_bj,leenaceballos,2020-07-25,5,,0,0,Hands down one of the BEST ice cream flavors EVER! I am a repeat consumer. You can never go wrong with this ice cream. Its amaze balls :)
28_bj,rochiellec,2020-07-15,5,,0,0,Best ice cream hands down! Its always my go to. Always the perfect amount of brownie and cookie dough. I need to buy some more right now!
28_bj,miabiarose,2018-06-04,5,,0,0,ben and jerry’s is such a good ice cream. taste amazing.. all flavours do actually but this is what i pick up when i crave some ice cream
28_bj,eltidman,2020-07-10,5,,0,0,"When I want ice cream, this is my go to. Half baked is my favorite flavor and it doesnt last very long in my freezer before I eat it all."
28_bj,rotpitgirl87,2019-10-04,4,,0,0,You have vanilla and chocolate! You also have brownies and cookie dough! All in one small little cup! It is like a little cup of Heaven!
28_bj,alexbla15,2020-07-26,4,,0,0,Ben and Jerrys ice cream is amazing! I love the half baked flavor. It is a little expensive for the amount that you get but its so good!
28_bj,bethm3,2020-07-24,5,,0,0,I love this brand of ice cream! It comes in many different flavors. I love the flavor the most bc i like that it has cookie pieces in it
28_bj,tiffanya46,2019-08-24,5,,0,0,My all-time favorite flavor of ice cream. I could eat it every day for breakfast lunch and dinner. My kids also really love this flavor
28_bj,chris213,2020-07-25,5,,0,0,"Ben & Jerrys Half Baked is a classic! Cookie dough and brownie chunks, vanilla and chocolate ice cream...how can you go wrong? So good!"
28_bj,elizabethleandroleme,2020-07-22,5,,0,0,Love my half baked whats better then cookie dough with brownie batter ! Yum and I love how they have soooo many flavors to choose from
28_bj,ashleynicolezell,2020-06-24,4,,0,0,So yummy but I wish it had more chunks of brownie and cookie dough in it! Sometimes you get a lot and sometimes you dont. Still love it
28_bj,andik18dc,2020-07-29,5,,0,0,Ben & Jerrys can do no wrong in my opinion. Not only are they an amazing company overall but they make some freaking delicious flavors!
28_bj,shannonmariekleck,2018-09-10,5,,0,0,"This ice cream is the ultimate ice cream, and you don't need to be half baked to enjoy it. In fact I think I will go get some right now"
28_bj,alyssabare13,2020-06-20,5,,0,0,"My men Ben and Jerry are always a go to, never seem to let me down! The quirky names with the delicious ice creams never seem to fail!"
28_bj,beauty_by_danielleb,2019-02-03,5,,0,0,"Seriously is there any other ice cream out there !? Ben & Jerry is the real MVP Walmart, shortstop, shoppers, etc... you can find it!"
28_bj,cassiecb046,2020-08-01,5,,0,0,Hands down the best ice cream flavor in existence. I used to eat like 3 of these every week. So good and the cookie dough is the best!
28_bj,fionak,2018-12-01,5,,0,0,"Oh my god I absolutely L O V E this icecream, like in my personal top 3. Everyone should try a Ben and Jerrys icecream at some point"
28_bj,jooordds,2020-07-24,5,,0,0,This is the best Ben & Jerrys flavor by far. Chocolate and Vanilla ice cream with cookie dough and brownie what more could you ask for
28_bj,caseyyv,2020-07-26,5,,0,0,I love this ice cream so much. I love that it has vanilla and cookie dough on one side and chocolate and brownie pieces on the other.
28_bj,peach pie,2018-08-15,1,I am Sad,0,0,I was excited for the brownies and cookie dough! All I got was plain chocolate and vanilla ice cream :( Not the adventure I imagined.
28_bj,,2020-07-03,5,,0,0,LOVE IT! Im a huge ice cream fan so I love most ban and Jerrys flavors! But this one is the best! Its delicious and has chunks in it!
28_bj,chood1997,2020-07-23,5,,0,0,"Ben & Jerrys is always a solid choice when it comes to ice cream, no matter the flavor. This just happens to be one of my favorites."
28_bj,laurens260,2020-07-30,5,,0,0,This is good. Nice amount of chunks within the ice cream. Ive had it a couple of times but do like some of the other flavors better.
28_bj,,2020-07-29,5,,0,0,My go to ice cream whenever Im craving it. I could eat this every night. This + wine = a girls weekend or a home alone movie night.
28_bj,evelynh23,2020-06-18,5,,0,0,"This is the classic favorite flavor for a good reason. Brownie, cookie dough, its got it all. Chocolate. Vanilla. God, its so good."
28_bj,,2020-07-29,5,,0,0,This is my all time favorite one of their ice creams Im in love with this flavor the pieces of brownie and cookie dough are amazing
28_bj,arae10892,2019-11-02,5,,0,0,When i get ice cream this is my one i get always. I actually as a matter of fact just got it about 30 min ago and it is delicious!
28_bj,jw19,2020-07-27,5,,0,0,I love this ice cream the cinnamon and caramel in this ice cream is amazing and it is always the right amount of sweetness for me.
28_bj,jeanelles2,2020-07-28,5,,0,0,By far the best ice cream Ive ever tasted. I really love how it have a unique creamy taste that you dont find in other ice creams
28_bj,,2020-07-30,5,,0,0,This is my favorite Ben & Jerrys flavor! Its deliciously sweet and very good priced. I always get this at my local grocery store.
28_bj,whitneyl10,2019-07-10,5,,0,0,This ice cream is life. When you have the munchies and honestly dont know what you want this is it it has a little bit of it all.
28_bj,carolinec94,2020-06-11,4,,0,0,Fun flavor with a lot of taste in one product. The brownie batter and cookie dough are fun together. Love the chocolate base too!
28_bj,kcenlow,2020-07-30,5,,0,0,I actually have two of these in my freezer at this moment! lol!! i have to buy one of these every time i go to the grocery store
28_bj,rcasini,2020-07-28,5,,0,0,One of the best ice cream flavors around. Has a little bit of everything but the cookie dough is the best part. Highly recommend
